"C1"	"C2"	"C3"	"IR1"	"IR2"	"IR3"
"ENSG00000174903"	0	0	2	0	1	0
"ENSG00000174917"	0	2	0	0	0	0
"ENSG00000174996"	0	0	1	1	0	0
"ENSG00000175087"	0	0	1	0	0	0
"ENSG00000175110"	0	0	1	0	0	0
"ENSG00000175130"	0	0	0	1	0	0
"ENSG00000175155"	0	0	0	0	0	1
"ENSG00000175166"	0	0	1	1	0	0
"ENSG00000175193"	0	0	0	1	0	0
"ENSG00000175215"	0	0	2	0	0	0
"ENSG00000175220"	0	0	0	0	0	1
"ENSG00000175324"	0	1	0	0	1	0
"ENSG00000175334"	0	1	1	0	0	1
"ENSG00000175348"	0	2	0	0	0	0
"ENSG00000175387"	0	1	0	0	0	0
"ENSG00000175390"	1	0	0	1	0	0
"ENSG00000175416"	0	1	0	0	0	1
"ENSG00000175463"	0	0	0	0	0	1
"ENSG00000175482"	2	0	0	0	0	0
"ENSG00000175489"	1	0	0	0	1	0
"ENSG00000175550"	1	0	0	0	0	0
"ENSG00000175567"	0	1	0	1	1	1
"ENSG00000175582"	0	1	0	0	0	1
"ENSG00000175602"	2	1	0	0	1	0
"ENSG00000175606"	0	0	0	0	1	0
"ENSG00000175634"	0	0	1	0	0	0
"ENSG00000175756"	0	0	0	0	0	1
"ENSG00000175768"	1	0	0	0	0	0
"ENSG00000175826"	0	0	0	0	1	0
"ENSG00000175857"	0	0	1	0	0	0
"ENSG00000175866"	0	0	0	0	1	0
"ENSG00000175895"	0	0	1	0	0	0
"ENSG00000175899"	0	0	0	0	0	1
"ENSG00000175938"	0	0	0	0	0	1
"ENSG00000175970"	0	1	0	0	0	0
"ENSG00000176101"	0	0	0	0	1	0
"ENSG00000176108"	1	0	0	0	0	0
"ENSG00000176124"	0	1	0	0	0	0
"ENSG00000176177"	0	0	1	0	0	0
"ENSG00000176182"	1	0	0	0	0	0
"ENSG00000176261"	1	0	0	0	0	0
"ENSG00000176340"	3	2	0	1	1	1
"ENSG00000176390"	0	0	0	0	0	1
"ENSG00000176393"	0	0	0	1	0	0
"ENSG00000176396"	0	0	1	0	1	0
"ENSG00000176407"	1	0	1	0	0	0
"ENSG00000176533"	0	1	0	0	0	0
"ENSG00000176619"	0	0	1	0	0	0
"ENSG00000176715"	0	0	1	0	0	0
"ENSG00000176731"	0	1	1	0	1	0
"ENSG00000176783"	0	1	0	1	0	0
"ENSG00000176871"	0	1	0	0	0	0
"ENSG00000176953"	0	0	0	0	0	1
"ENSG00000176978"	0	0	0	1	0	1
"ENSG00000177042"	1	0	0	0	0	0
"ENSG00000177105"	1	0	2	0	0	0
"ENSG00000177119"	0	0	1	0	0	0
"ENSG00000177150"	0	0	1	0	0	0
"ENSG00000177156"	2	1	2	1	0	1
"ENSG00000177189"	1	0	0	0	0	0
"ENSG00000177380"	0	0	0	0	0	1
"ENSG00000177425"	0	0	0	0	1	0
"ENSG00000177426"	0	1	0	0	0	0
"ENSG00000177556"	0	1	1	0	0	0
"ENSG00000177575"	0	1	0	0	0	0
"ENSG00000177600"	15	13	16	24	16	24
"ENSG00000177613"	0	0	0	2	0	0
"ENSG00000177666"	0	0	0	0	2	1
"ENSG00000177674"	1	0	0	0	0	0
"ENSG00000177675"	0	0	0	0	0	1
"ENSG00000177683"	0	1	0	0	0	0
"ENSG00000177700"	1	0	0	1	0	1
"ENSG00000177868"	1	0	0	1	0	0
"ENSG00000177879"	0	0	0	0	1	0
"ENSG00000177885"	0	1	1	0	0	0
"ENSG00000177889"	0	1	0	2	1	0
"ENSG00000177917"	0	0	1	0	0	0
"ENSG00000177954"	54	41	42	37	25	26
"ENSG00000177963"	2	0	0	0	0	0
"ENSG00000177971"	0	0	0	0	0	2
"ENSG00000177989"	0	0	0	1	0	0
"ENSG00000178035"	0	0	1	1	0	0
"ENSG00000178053"	0	0	0	0	0	1
"ENSG00000178057"	1	0	0	0	0	0
"ENSG00000178096"	0	0	0	1	0	0
"ENSG00000178104"	1	0	1	0	0	1
"ENSG00000178105"	0	0	0	1	0	0
"ENSG00000178127"	1	0	2	1	0	1
"ENSG00000178449"	0	1	0	1	0	0
"ENSG00000178460"	1	0	0	0	0	0
"ENSG00000178467"	0	0	1	0	0	0
"ENSG00000178573"	0	0	1	0	0	0
"ENSG00000178585"	0	0	0	0	1	0
"ENSG00000178605"	0	0	0	1	0	0
"ENSG00000178695"	1	0	0	0	0	0
"ENSG00000178719"	0	0	2	2	0	1
"ENSG00000178741"	1	0	1	2	3	1
"ENSG00000178764"	0	1	0	0	1	0
"ENSG00000178789"	0	0	1	0	0	0
"ENSG00000178896"	0	0	1	0	0	0
"ENSG00000178913"	1	0	1	0	0	0
"ENSG00000178927"	0	1	0	0	0	0
"ENSG00000178952"	1	0	1	0	0	0
"ENSG00000178980"	1	0	1	0	0	0
"ENSG00000178982"	1	2	1	0	1	1
"ENSG00000179010"	2	0	1	0	1	1
"ENSG00000179029"	1	0	0	0	0	0
"ENSG00000179085"	0	0	0	1	0	1
"ENSG00000179091"	0	1	0	1	0	0
"ENSG00000179094"	0	0	0	0	1	0
"ENSG00000179144"	0	1	3	1	2	0
"ENSG00000179163"	0	0	1	0	1	0
"ENSG00000179218"	3	2	0	2	2	1
"ENSG00000179271"	0	1	0	0	0	0
"ENSG00000179344"	0	1	2	0	0	2
"ENSG00000179348"	1	0	0	0	0	0
"ENSG00000179456"	0	0	2	0	0	0
"ENSG00000179526"	0	0	1	0	1	0
"ENSG00000179528"	0	0	0	0	1	0
"ENSG00000179562"	1	0	0	0	0	1
"ENSG00000179593"	0	0	1	0	0	0
"ENSG00000179632"	0	1	0	0	1	0
"ENSG00000179639"	0	0	0	0	1	0
"ENSG00000179715"	0	0	0	0	0	1
"ENSG00000179855"	0	1	0	0	0	0
"ENSG00000179862"	0	0	2	0	0	0
"ENSG00000179921"	0	0	0	1	0	0
"ENSG00000179943"	0	0	0	0	1	0
"ENSG00000179950"	1	0	1	0	0	0
"ENSG00000180008"	0	0	0	0	1	0
"ENSG00000180096"	2	0	1	0	0	0
"ENSG00000180104"	0	0	0	0	0	2
"ENSG00000180182"	1	0	0	0	0	0
"ENSG00000180185"	0	1	0	0	0	0
"ENSG00000180233"	0	0	0	1	0	1
"ENSG00000180251"	0	0	1	0	0	0
"ENSG00000180304"	1	0	0	0	2	0
"ENSG00000180329"	0	0	0	0	1	0
"ENSG00000180353"	1	0	1	0	0	0
"ENSG00000180370"	0	1	0	0	2	0
"ENSG00000180448"	1	2	0	0	0	0
"ENSG00000180530"	1	0	0	0	0	0
"ENSG00000180543"	0	0	0	0	0	1
"ENSG00000180573"	0	0	0	0	2	0
"ENSG00000180628"	0	0	0	1	0	0
"ENSG00000180644"	1	0	2	1	0	0
"ENSG00000180667"	0	1	0	0	0	0
"ENSG00000180739"	0	0	0	0	0	1
"ENSG00000180773"	0	1	0	0	0	0
"ENSG00000180879"	3	0	1	1	0	2
"ENSG00000180957"	0	0	0	0	0	1
"ENSG00000180964"	0	0	0	0	1	0
"ENSG00000180992"	1	0	0	0	0	0
"ENSG00000181026"	0	0	0	0	1	0
"ENSG00000181029"	2	0	2	0	0	0
"ENSG00000181038"	0	0	0	0	0	1
"ENSG00000181045"	1	0	0	0	0	0
"ENSG00000181061"	1	0	1	0	0	0
"ENSG00000181090"	0	0	1	0	0	0
"ENSG00000181163"	1	3	0	0	0	1
"ENSG00000181222"	1	0	0	0	0	0
"ENSG00000181350"	0	5	3	1	2	1
"ENSG00000181374"	0	0	0	0	1	0
"ENSG00000181381"	0	1	0	0	0	0
"ENSG00000181404"	0	0	1	0	0	0
"ENSG00000181444"	1	0	1	0	0	0
"ENSG00000181467"	1	0	0	0	1	0
"ENSG00000181610"	0	0	1	1	0	0
"ENSG00000181754"	0	0	0	0	1	0
"ENSG00000181789"	0	0	1	0	0	0
"ENSG00000181847"	0	0	1	0	0	0
"ENSG00000181894"	1	0	0	0	0	0
"ENSG00000181915"	1	0	0	0	0	0
"ENSG00000181929"	0	0	2	0	0	0
"ENSG00000181991"	0	0	0	0	1	0
"ENSG00000182004"	1	0	0	1	0	0
"ENSG00000182054"	0	0	2	0	0	0
"ENSG00000182117"	0	0	0	1	0	0
"ENSG00000182149"	1	1	1	0	1	0
"ENSG00000182154"	1	0	0	0	0	1
"ENSG00000182162"	1	1	0	0	0	0
"ENSG00000182173"	1	0	0	0	0	0
"ENSG00000182179"	0	1	1	0	0	0
"ENSG00000182196"	0	0	3	1	0	0
"ENSG00000182199"	0	0	0	0	2	0
"ENSG00000182208"	0	0	1	0	0	0
"ENSG00000182220"	2	0	1	0	1	1
"ENSG00000182307"	1	0	0	1	0	0
"ENSG00000182362"	0	0	1	0	0	0
"ENSG00000182400"	1	0	0	0	0	0
"ENSG00000182484"	0	0	0	0	1	0
"ENSG00000182487"	2	0	2	0	0	0
"ENSG00000182512"	1	1	0	0	0	0
"ENSG00000182518"	0	0	0	1	0	0
"ENSG00000182541"	1	1	0	0	0	0
"ENSG00000182552"	0	0	0	0	0	1
"ENSG00000182578"	1	0	0	0	1	0
"ENSG00000182621"	1	0	0	0	0	0
"ENSG00000182628"	1	0	0	0	0	0
"ENSG00000182685"	0	0	0	0	0	1
"ENSG00000182712"	0	0	1	0	0	0
"ENSG00000182718"	0	1	3	1	1	1
"ENSG00000182768"	0	0	0	0	0	1
"ENSG00000182774"	4	6	6	5	7	3
"ENSG00000182831"	1	0	0	0	0	0
"ENSG00000182853"	1	0	1	3	3	0
"ENSG00000182866"	1	0	1	0	1	0
"ENSG00000182885"	0	0	0	0	0	1
"ENSG00000182899"	12	11	16	13	11	8
"ENSG00000182903"	0	0	0	1	0	0
"ENSG00000182973"	0	0	0	0	1	0
"ENSG00000183010"	0	0	1	0	0	0
"ENSG00000183011"	0	1	0	0	0	0
"ENSG00000183044"	0	0	0	1	0	0
"ENSG00000183207"	0	0	0	0	0	1
"ENSG00000183283"	0	0	1	3	0	3
"ENSG00000183291"	2	0	1	0	0	0
"ENSG00000183309"	0	0	1	0	0	0
"ENSG00000183337"	0	2	0	0	0	0
"ENSG00000183431"	0	0	0	1	0	0
"ENSG00000183495"	0	0	0	0	0	1
"ENSG00000183513"	0	0	0	1	0	0
"ENSG00000183530"	0	0	0	1	0	0
"ENSG00000183576"	0	0	0	0	1	0
"ENSG00000183617"	2	1	0	0	0	0
"ENSG00000183648"	0	1	0	1	0	0
"ENSG00000183666"	0	1	0	0	0	0
"ENSG00000183691"	1	0	0	0	0	0
"ENSG00000183696"	1	0	0	0	0	0
"ENSG00000183726"	0	0	1	0	0	0
"ENSG00000183808"	0	0	0	0	0	1
"ENSG00000183828"	0	0	1	0	0	0
"ENSG00000183978"	0	1	0	0	0	0
"ENSG00000184009"	3	1	4	3	1	3
"ENSG00000184047"	0	0	1	0	0	0
"ENSG00000184076"	0	0	1	0	0	1
"ENSG00000184110"	1	0	0	0	2	0
"ENSG00000184162"	0	0	0	1	0	0
"ENSG00000184164"	0	1	0	0	0	1
"ENSG00000184182"	1	1	0	0	1	0
"ENSG00000184205"	0	0	0	1	0	0
"ENSG00000184207"	0	0	0	1	0	0
"ENSG00000184277"	1	0	0	0	0	0
"ENSG00000184381"	0	0	1	0	0	0
"ENSG00000184432"	1	1	0	0	0	0
"ENSG00000184436"	0	0	1	0	0	0
"ENSG00000184508"	0	0	1	0	0	0
"ENSG00000184584"	1	0	0	0	0	1
"ENSG00000184588"	0	0	1	0	0	0
"ENSG00000184613"	1	0	0	0	1	0
"ENSG00000184640"	2	0	3	0	3	0
"ENSG00000184730"	0	0	0	0	1	0
"ENSG00000184743"	0	0	1	0	0	0
"ENSG00000184752"	0	0	0	1	0	0
"ENSG00000184840"	1	0	1	1	1	1
"ENSG00000184887"	0	0	1	0	0	0
"ENSG00000184897"	0	0	0	1	0	0
"ENSG00000184900"	0	1	0	0	3	1
"ENSG00000184922"	1	0	0	0	1	1
"ENSG00000184924"	0	0	0	0	3	0
"ENSG00000184939"	1	0	0	0	0	0
"ENSG00000184967"	0	0	0	1	1	0
"ENSG00000184990"	0	1	0	0	1	1
"ENSG00000185009"	0	1	0	0	0	1
"ENSG00000185019"	0	0	0	0	0	2
"ENSG00000185024"	2	1	0	0	0	0
"ENSG00000185043"	0	2	1	1	1	0
"ENSG00000185049"	0	0	0	0	0	1
"ENSG00000185088"	1	1	1	1	5	2
"ENSG00000185104"	0	0	1	0	0	0
"ENSG00000185122"	0	0	0	1	0	0
"ENSG00000185201"	1	0	1	0	1	2
"ENSG00000185215"	2	0	0	0	1	2
"ENSG00000185262"	2	0	0	0	0	0
"ENSG00000185290"	0	0	0	0	1	0
"ENSG00000185304"	0	0	1	0	0	0
"ENSG00000185324"	1	0	0	0	0	0
"ENSG00000185339"	0	0	0	0	1	0
"ENSG00000185379"	1	0	0	0	0	0
"ENSG00000185414"	0	1	0	0	0	0
"ENSG00000185420"	1	0	0	0	0	0
"ENSG00000185475"	0	0	0	0	0	1
"ENSG00000185485"	1	0	0	0	0	0
"ENSG00000185504"	1	0	0	0	0	0
"ENSG00000185608"	0	0	0	1	0	0
"ENSG00000185619"	0	0	0	0	1	0
"ENSG00000185624"	0	1	0	1	1	1
"ENSG00000185627"	0	0	2	0	0	0
"ENSG00000185650"	2	1	0	0	0	0
"ENSG00000185651"	0	0	0	0	0	1
"ENSG00000185721"	0	0	0	1	0	0
"ENSG00000185728"	0	0	0	0	1	0
"ENSG00000185745"	0	0	0	1	0	0
"ENSG00000185753"	0	0	0	1	0	0
"ENSG00000185787"	1	0	2	0	1	0
"ENSG00000185811"	0	0	0	1	0	0
"ENSG00000185825"	1	0	1	0	0	1
"ENSG00000185829"	0	0	1	0	0	0
"ENSG00000185862"	1	1	0	1	4	0
"ENSG00000185880"	0	0	1	1	0	0
"ENSG00000185883"	1	0	0	0	3	3
"ENSG00000185885"	4	1	0	1	2	2
"ENSG00000185896"	0	0	0	1	0	1
"ENSG00000185947"	1	0	0	0	0	0
"ENSG00000185963"	0	0	0	2	0	0
"ENSG00000186010"	1	0	2	1	0	0
"ENSG00000186026"	0	0	0	0	1	0
"ENSG00000186088"	0	0	0	0	1	0
"ENSG00000186162"	0	1	0	0	0	0
"ENSG00000186184"	1	0	1	0	1	0
"ENSG00000186187"	0	0	1	0	0	0
"ENSG00000186298"	1	2	1	0	0	0
"ENSG00000186350"	0	0	0	0	0	3
"ENSG00000186395"	1	0	1	0	0	0
"ENSG00000186416"	0	0	0	0	0	1
"ENSG00000186468"	12	15	14	14	13	7
"ENSG00000186469"	0	1	0	0	0	0
"ENSG00000186470"	0	0	0	1	0	0
"ENSG00000186480"	0	0	0	1	0	0
"ENSG00000186517"	0	0	0	0	0	2
"ENSG00000186635"	0	0	1	0	0	0
"ENSG00000186660"	0	0	0	0	0	1
"ENSG00000186810"	0	0	0	0	0	1
"ENSG00000186854"	1	0	0	0	0	0
"ENSG00000187037"	0	0	0	0	0	1
"ENSG00000187049"	1	0	0	0	0	0
"ENSG00000187051"	1	1	1	2	0	0
"ENSG00000187109"	3	1	2	0	2	0
"ENSG00000187147"	0	0	0	1	0	0
"ENSG00000187239"	0	1	0	0	0	0
"ENSG00000187257"	0	0	1	0	0	1
"ENSG00000187446"	0	0	0	0	1	0
"ENSG00000187474"	0	1	0	0	0	2
"ENSG00000187514"	9	9	4	6	0	6
"ENSG00000187555"	0	1	0	0	0	0
"ENSG00000187605"	0	1	0	0	0	0
"ENSG00000187608"	0	1	0	0	1	0
"ENSG00000187626"	0	0	0	1	0	0
"ENSG00000187650"	0	0	1	0	0	0
"ENSG00000187713"	1	1	0	1	0	0
"ENSG00000187735"	1	0	0	0	0	0
"ENSG00000187741"	0	1	0	0	0	0
"ENSG00000187808"	0	0	1	0	0	0
"ENSG00000187954"	1	0	0	0	1	0
"ENSG00000187994"	0	0	1	0	0	0
"ENSG00000188042"	1	0	0	0	0	0
"ENSG00000188060"	0	0	0	0	0	1
"ENSG00000188186"	0	4	0	0	0	0
"ENSG00000188229"	0	0	1	0	0	0
"ENSG00000188243"	1	1	1	2	0	1
"ENSG00000188313"	0	0	0	0	1	1
"ENSG00000188342"	0	1	0	0	1	0
"ENSG00000188404"	1	1	2	0	2	3
"ENSG00000188428"	0	1	0	0	0	1
"ENSG00000188505"	0	0	0	0	0	1
"ENSG00000188536"	11	0	0	0	0	0
"ENSG00000188603"	0	0	0	1	0	0
"ENSG00000188612"	2	4	1	1	1	0
"ENSG00000188647"	0	0	1	0	0	0
"ENSG00000188677"	0	0	0	1	0	1
"ENSG00000188725"	0	0	0	1	0	0
"ENSG00000188820"	1	0	1	0	0	0
"ENSG00000188846"	10	3	5	4	8	7
"ENSG00000188895"	1	0	0	0	0	0
"ENSG00000188976"	0	1	1	0	0	0
"ENSG00000188986"	0	1	0	0	0	0
"ENSG00000189043"	0	2	0	2	1	1
"ENSG00000189046"	0	0	0	0	1	0
"ENSG00000189050"	0	0	0	0	1	0
"ENSG00000189067"	0	1	0	0	0	1
"ENSG00000189077"	0	0	0	0	1	0
"ENSG00000189114"	0	0	0	0	1	0
"ENSG00000189159"	0	0	0	1	0	0
"ENSG00000189180"	0	0	1	0	0	0
"ENSG00000189241"	0	1	0	0	0	0
"ENSG00000189266"	0	1	0	0	0	1
"ENSG00000189283"	0	0	0	1	0	1
"ENSG00000189306"	1	0	1	0	0	0
"ENSG00000189319"	1	0	0	0	0	0
"ENSG00000189339"	0	0	1	1	0	0
"ENSG00000189403"	0	2	2	0	2	1
"ENSG00000196072"	1	0	0	0	1	0
"ENSG00000196116"	0	0	1	1	0	0
"ENSG00000196126"	1	1	2	1	1	2
"ENSG00000196141"	1	0	0	0	0	0
"ENSG00000196154"	4	5	2	4	9	4
"ENSG00000196177"	0	0	0	0	0	1
"ENSG00000196182"	1	0	0	0	0	0
"ENSG00000196189"	0	0	0	0	1	0
"ENSG00000196204"	0	1	0	0	0	0
"ENSG00000196209"	1	0	0	0	0	0
"ENSG00000196227"	0	1	0	0	0	0
"ENSG00000196236"	0	0	0	0	0	1
"ENSG00000196247"	0	1	0	0	0	1
"ENSG00000196262"	3	5	6	4	5	2
"ENSG00000196290"	0	0	0	1	0	0
"ENSG00000196313"	0	0	1	0	0	0
"ENSG00000196329"	1	0	1	2	1	0
"ENSG00000196367"	0	0	1	0	0	0
"ENSG00000196405"	0	1	0	0	0	0
"ENSG00000196419"	1	2	1	0	0	1
"ENSG00000196436"	0	0	0	0	0	1
"ENSG00000196453"	0	0	0	0	1	0
"ENSG00000196459"	0	0	1	0	0	0
"ENSG00000196502"	0	0	1	0	0	0
"ENSG00000196504"	0	0	0	0	1	0
"ENSG00000196531"	3	3	3	5	2	3
"ENSG00000196544"	1	0	0	0	0	1
"ENSG00000196562"	0	0	1	0	0	1
"ENSG00000196605"	0	0	1	0	0	0
"ENSG00000196636"	0	0	0	0	0	1
"ENSG00000196652"	0	0	0	0	1	0
"ENSG00000196678"	0	0	0	1	0	0
"ENSG00000196683"	2	4	6	1	2	4
"ENSG00000196693"	0	0	0	0	1	0
"ENSG00000196704"	0	1	0	1	0	0
"ENSG00000196730"	1	0	0	0	0	0
"ENSG00000196743"	0	0	0	1	0	0
"ENSG00000196776"	2	0	1	1	0	0
"ENSG00000196839"	0	0	0	1	0	0
"ENSG00000196873"	0	1	0	0	0	0
"ENSG00000196924"	0	0	2	0	0	0
"ENSG00000196937"	0	0	0	1	0	0
"ENSG00000196954"	0	1	0	0	0	0
"ENSG00000196961"	0	1	0	0	1	0
"ENSG00000196975"	0	0	0	0	1	0
"ENSG00000197006"	0	0	0	0	0	2
"ENSG00000197019"	0	0	1	0	0	1
"ENSG00000197021"	0	1	0	0	0	0
"ENSG00000197037"	0	0	1	0	1	0
"ENSG00000197102"	0	0	0	1	0	0
"ENSG00000197111"	0	2	0	1	0	0
"ENSG00000197114"	0	0	0	1	0	0
"ENSG00000197119"	0	0	0	1	0	0
"ENSG00000197122"	0	0	0	0	1	0
"ENSG00000197136"	0	1	0	1	0	0
"ENSG00000197142"	2	0	0	0	0	0
"ENSG00000197157"	0	1	0	0	0	0
"ENSG00000197226"	0	1	0	0	0	0
"ENSG00000197238"	1	0	0	0	0	0
"ENSG00000197249"	0	0	1	1	1	0
"ENSG00000197324"	0	0	1	1	1	0
"ENSG00000197343"	0	0	1	0	0	0
"ENSG00000197405"	0	0	0	0	1	0
"ENSG00000197442"	0	0	0	0	1	0
"ENSG00000197448"	0	0	2	2	0	0
"ENSG00000197451"	1	0	0	0	0	2
"ENSG00000197457"	0	0	0	1	0	0
"ENSG00000197536"	1	0	0	0	0	0
"ENSG00000197548"	0	0	1	0	0	0
"ENSG00000197622"	1	0	0	0	1	0
"ENSG00000197629"	0	1	0	0	0	0
"ENSG00000197632"	0	1	0	0	2	0
"ENSG00000197728"	4	9	4	6	10	4
"ENSG00000197746"	6	6	3	4	6	9
"ENSG00000197747"	1	2	2	3	2	1
"ENSG00000197756"	21	15	8	15	11	15
"ENSG00000197771"	0	1	0	0	0	1
"ENSG00000197780"	0	0	1	0	0	0
"ENSG00000197872"	0	0	0	1	0	0
"ENSG00000197894"	0	0	0	0	1	0
"ENSG00000197943"	0	1	1	0	0	1
"ENSG00000197956"	6	4	2	7	4	4
"ENSG00000197958"	9	13	8	10	5	8
"ENSG00000197971"	0	0	1	0	0	0
"ENSG00000198034"	10	10	12	12	1	11
"ENSG00000198053"	1	0	0	0	0	0
"ENSG00000198055"	0	0	0	0	0	1
"ENSG00000198056"	0	1	0	0	0	0
"ENSG00000198113"	0	0	0	1	0	0
"ENSG00000198142"	0	0	0	0	1	0
"ENSG00000198160"	0	0	1	0	0	0
"ENSG00000198162"	0	0	0	0	1	0
"ENSG00000198168"	0	0	0	1	0	0
"ENSG00000198189"	0	0	1	0	0	0
"ENSG00000198205"	0	1	0	0	0	0
"ENSG00000198218"	1	0	0	0	0	0
"ENSG00000198242"	12	21	18	20	16	9
"ENSG00000198258"	0	3	2	1	1	1
"ENSG00000198301"	1	0	0	0	0	0
"ENSG00000198356"	1	0	0	0	0	0
"ENSG00000198373"	0	0	0	1	0	0
"ENSG00000198382"	1	0	0	0	0	0
"ENSG00000198431"	0	0	0	1	0	1
"ENSG00000198492"	0	0	1	0	0	0
"ENSG00000198502"	0	1	0	0	1	1
"ENSG00000198522"	0	0	0	0	1	0
"ENSG00000198546"	0	1	0	0	0	0
"ENSG00000198574"	1	0	2	0	0	0
"ENSG00000198612"	0	0	0	0	0	1
"ENSG00000198642"	0	0	0	0	0	1
"ENSG00000198668"	1	3	0	2	1	0
"ENSG00000198695"	3	0	3	0	3	0
"ENSG00000198700"	0	0	0	1	0	0
"ENSG00000198712"	16	17	10	28	15	8
"ENSG00000198715"	0	0	0	1	0	0
"ENSG00000198718"	0	0	0	0	0	1
"ENSG00000198727"	12	11	11	15	8	10
"ENSG00000198736"	0	2	0	0	0	0
"ENSG00000198746"	0	0	0	1	0	2
"ENSG00000198755"	10	6	12	6	8	6
"ENSG00000198763"	11	10	8	7	4	7
"ENSG00000198783"	0	0	0	1	0	0
"ENSG00000198786"	1	3	2	4	1	3
"ENSG00000198791"	0	0	0	1	0	0
"ENSG00000198792"	0	0	1	0	0	0
"ENSG00000198804"	5	5	6	13	7	7
"ENSG00000198805"	1	1	0	0	0	0
"ENSG00000198816"	0	0	0	0	1	0
"ENSG00000198818"	0	0	1	0	0	0
"ENSG00000198821"	0	4	1	0	0	1
"ENSG00000198830"	0	2	2	2	4	0
"ENSG00000198833"	0	0	0	0	1	0
"ENSG00000198837"	0	0	0	0	1	0
"ENSG00000198840"	15	6	8	26	15	8
"ENSG00000198843"	0	1	0	0	2	0
"ENSG00000198848"	1	0	0	0	0	0
"ENSG00000198851"	1	0	3	3	0	0
"ENSG00000198856"	1	0	0	0	0	0
"ENSG00000198858"	0	0	0	1	0	0
"ENSG00000198860"	0	0	1	0	0	0
"ENSG00000198876"	0	0	0	0	1	0
"ENSG00000198886"	16	12	19	7	3	6
"ENSG00000198888"	14	6	9	8	11	8
"ENSG00000198890"	0	1	0	0	0	0
"ENSG00000198898"	1	0	0	0	0	1
"ENSG00000198899"	11	18	8	12	13	15
"ENSG00000198900"	0	0	1	0	1	0
"ENSG00000198912"	1	0	0	0	0	0
"ENSG00000198917"	0	0	1	0	0	0
"ENSG00000198918"	11	12	10	19	23	20
"ENSG00000198931"	1	0	1	0	3	2
"ENSG00000198937"	0	0	0	0	1	0
"ENSG00000198938"	28	31	27	36	29	26
"ENSG00000198951"	0	0	0	0	1	0
"ENSG00000198952"	0	0	0	0	1	0
"ENSG00000198961"	1	0	1	0	0	0
"ENSG00000198964"	1	1	0	0	0	1
"ENSG00000203667"	0	0	0	0	1	0
"ENSG00000203705"	0	0	0	0	1	1
"ENSG00000203747"	0	0	1	1	0	2
"ENSG00000203879"	1	0	0	0	0	0
"ENSG00000203950"	0	0	0	0	1	0
"ENSG00000204020"	0	0	0	1	0	0
"ENSG00000204070"	1	0	1	0	0	0
"ENSG00000204103"	1	0	1	1	2	0
"ENSG00000204149"	0	1	0	0	0	0
"ENSG00000204160"	0	0	1	0	0	0
"ENSG00000204161"	0	1	1	0	0	0
"ENSG00000204237"	0	0	1	0	0	0
"ENSG00000204287"	1	0	0	0	0	4
"ENSG00000204316"	0	0	1	0	0	0
"ENSG00000204370"	0	1	1	0	1	1
"ENSG00000204397"	1	0	1	0	0	0
"ENSG00000204525"	1	4	0	0	0	3
"ENSG00000204574"	0	0	1	0	0	0
"ENSG00000204577"	1	0	0	0	0	0
"ENSG00000204580"	0	1	0	0	0	0
"ENSG00000204628"	9	4	4	3	10	3
"ENSG00000204642"	0	0	1	0	1	0
"ENSG00000204673"	1	0	0	0	0	0
"ENSG00000204899"	0	1	2	0	2	0
"ENSG00000205155"	0	0	0	1	0	0
"ENSG00000205208"	1	0	0	0	0	0
"ENSG00000205220"	1	1	1	0	3	1
"ENSG00000205268"	0	1	0	0	0	0
"ENSG00000205269"	0	1	0	0	0	0
"ENSG00000205339"	1	0	0	0	0	0
"ENSG00000205352"	0	1	0	0	0	1
"ENSG00000205542"	27	32	36	25	24	23
"ENSG00000205544"	0	1	0	0	1	0
"ENSG00000205581"	0	1	1	1	0	0
"ENSG00000205629"	0	0	0	1	0	0
"ENSG00000205707"	0	0	0	0	1	0
"ENSG00000205710"	0	0	1	0	0	0
"ENSG00000205744"	0	1	0	0	0	0
"ENSG00000205937"	0	0	3	1	0	0
"ENSG00000206053"	0	0	0	0	1	0
"ENSG00000206172"	0	15	12	18	20	17
"ENSG00000206503"	4	4	2	2	0	1
"ENSG00000211450"	1	2	0	1	0	2
"ENSG00000211455"	0	0	1	0	0	0
"ENSG00000211460"	0	1	0	0	0	0
"ENSG00000211677"	0	1	0	0	0	1
"ENSG00000211679"	0	1	0	0	0	1
"ENSG00000211689"	0	0	1	0	0	0
"ENSG00000211695"	1	0	0	0	0	0
"ENSG00000211751"	0	0	1	0	0	0
"ENSG00000211772"	4	4	5	1	3	3
"ENSG00000211895"	0	1	0	0	0	0
"ENSG00000212907"	0	0	0	3	7	8
"ENSG00000213064"	1	0	0	0	2	0
"ENSG00000213066"	0	0	1	0	0	1
"ENSG00000213079"	0	0	0	0	1	0
"ENSG00000213145"	0	0	1	0	1	1
"ENSG00000213203"	1	0	2	0	0	1
"ENSG00000213246"	1	0	0	0	1	0
"ENSG00000213337"	0	0	0	0	1	0
"ENSG00000213347"	0	0	0	0	1	0
"ENSG00000213402"	0	2	1	1	0	0
"ENSG00000213445"	1	0	1	0	0	0
"ENSG00000213463"	0	0	1	0	0	0
"ENSG00000213599"	0	0	1	0	0	0
"ENSG00000213614"	0	0	1	1	0	0
"ENSG00000213619"	2	0	0	0	0	1
"ENSG00000213626"	1	0	0	0	0	0
"ENSG00000213639"	1	0	0	0	0	0
